trial,total_students,total_companies,companies_ranked,avg_company_ranking,company_popularity_std,company_ranking_skewness,company_ranking_kurtosis,company_entropy,company_outlier_count,company_outlier_percentage,highly_ranked_outlier_count,highly_ranked_outlier_percentage,lowly_ranked_outlier_count,lowly_ranked_outlier_percentage,best_company_avg_ranking,worst_company_avg_ranking,company_ranking_range,top_company,top_company_score,second_company,second_company_score,third_company,third_company_score,most_included_company,most_included_count,company_score_range,total_rankings_given,total_unranked_assignments
547,30,30,30,3.050833333333334,0.6755649877851045,0.46299501257733644,-0.7174835732635017,2.4043103816210585,0,0.0,0,0.0,0,0.0,2.0,4.666666666666667,2.666666666666667,Apexion Innovations,25.5,PrismPoint Studios,21.875,Nebula Dynamics,21.09375,Vertex Valley Ventures,5,4.40625,150,750
548,30,30,30,3.0607936507936504,0.6526354309987397,-0.2898044279944718,-0.9542788061494272,2.343762162622482,0,0.0,0,0.0,0,0.0,1.7142857142857142,4.0,2.2857142857142856,Nimbus Nexus,23.571428571428573,Nebula Dynamics,23.333333333333332,Cobalt Circuitry,21.214285714285715,Orion Synergy,3,2.3571428571428577,150,750
549,30,30,30,3.0259523809523814,0.6614916348054687,0.7950474970809351,0.17677785688784287,2.235591746027931,0,0.0,0,0.0,0,0.0,2.0,4.666666666666667,2.666666666666667,Apexion Innovations,23.333333333333332,IronClad Systems,20.3125,TerraNova Solutions,19.642857142857142,Quantum Forge,3,3.69047619047619,150,750
550,30,30,30,3.101031746031746,0.7928274538827055,0.21766170661183712,-1.0328641410310735,2.5730235145750684,0,0.0,0,0.0,0,0.0,1.75,4.5,2.75,Solaris Systems,22.65625,PrismPoint Studios,21.214285714285715,Quantum Forge,20.428571428571427,HarborWay Holdings,6,2.227678571428573,150,750
551,30,30,30,3.0826851851851855,0.7048369347553631,0.19986816118262776,0.13668134301822166,2.4178561135066152,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.75,5.0,3.25,TerraNova Solutions,24.88888888888889,IronClad Systems,24.21875,Crimson Arc Media,21.77777777777778,DeltaBloom Group,3,3.1111111111111107,150,750
552,30,30,30,2.9567063492063497,0.6463553031743046,0.3215652970956668,-0.15164426313766954,2.222815600352516,0,0.0,0,0.0,0,0.0,2.0,4.666666666666667,2.666666666666667,BlueFern BioTech,30.0625,TerraNova Solutions,21.214285714285715,Catalyst Core,20.15,Vertex Valley Ventures,4,9.912500000000001,150,750
553,30,30,30,2.988835978835979,0.6171803657104478,0.19454835323863648,0.1519397178842925,2.195625251603367,3,10.0,1,3.3333333333333335,2,6.666666666666667,1.5,4.25,2.75,Nimbus Nexus,21.77777777777778,PeakVista Partners,18.75,Vertex Valley Ventures,16.625,Lumeon Strategies,3,5.152777777777779,150,750
554,30,30,30,2.866683501683502,0.8950694139545463,-0.14405765502331142,0.3171431037209591,2.621276427932233,3,10.0,2,6.666666666666667,1,3.3333333333333335,1.0,5.0,4.0,Catalyst Core,23.181818181818183,Orion Synergy,19.0,LuxeLoom Enterprises,18.75,EverVault Enterprises,3,4.431818181818183,150,750
555,30,30,30,3.0277777777777777,0.7624046186042788,0.2589216768943169,0.04699458557257019,2.4419460322060456,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.5,5.0,3.5,EverVault Enterprises,21.875,PrismPoint Studios,21.0,Quantum Forge,19.53125,Cobalt Circuitry,3,2.34375,150,750
556,30,30,30,2.9941005291005287,0.7378766156091584,-0.0395849808042625,-0.6804996035311768,2.5647351787255053,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.5,2.833333333333333,EverVault Enterprises,24.11111111111111,Ascendify Technologies,19.444444444444443,Catalyst Core,18.666666666666668,Vertex Valley Ventures,4,5.444444444444443,150,750
557,30,30,30,2.9942063492063493,0.5822418305624731,-0.26965375497378014,-0.5283025699733814,2.280797137001491,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.0,2.333333333333333,Apexion Innovations,21.875,Nebula Dynamics,21.0,StellarPath Logistics,21.0,Magnetar Innovations,3,0.875,150,750
558,30,30,30,2.9215740740740737,0.7879636212296506,0.19289640010892803,0.23184968014380125,2.6023763319496096,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.3333333333333333,5.0,3.666666666666667,LuxeLoom Enterprises,23.895833333333332,BlueFern BioTech,19.791666666666668,Quantum Forge,19.444444444444443,HydraFlux Labs,4,4.451388888888889,150,750
559,30,30,30,2.9456746031746026,0.7815885235329505,-0.38867878360219105,-0.14747453639942254,2.4220460141423747,0,0.0,0,0.0,0,0.0,1.0,4.25,3.25,HydraFlux Labs,22.475,HarborWay Holdings,21.214285714285715,Lumeon Strategies,17.285714285714285,EverVault Enterprises,4,5.189285714285717,150,750
560,30,30,30,3.0305555555555554,0.6392488633915924,-0.191545722902842,-1.0014999429811178,2.3893643477641704,0,0.0,0,0.0,0,0.0,1.8333333333333333,4.0,2.166666666666667,TerraNova Solutions,26.979166666666668,Lumeon Strategies,21.0,LuxeLoom Enterprises,19.791666666666668,Aurora Axis,3,7.1875,150,750
561,30,30,30,2.9839417989417987,0.7095261378976903,-0.5329934157483005,0.15914248864626312,2.3431369495004093,0,0.0,0,0.0,0,0.0,1.0,4.2,3.2,Cobalt Circuitry,22.555555555555557,FusionBridge Networks,19.0,Aurora Axis,18.071428571428573,ZenithWorks,5,4.484126984126984,150,750
562,30,30,29,3.0246579091406676,0.6360547114147609,-0.23133508741734152,-0.06788619277275165,2.305294227677663,4,13.793103448275861,3,10.344827586206897,1,3.4482758620689653,1.5,4.333333333333333,2.833333333333333,TitanEdge Consulting,26.444444444444443,Apexion Innovations,25.0,HydraFlux Labs,20.3125,PeakVista Partners,3,6.131944444444443,150,750
563,30,30,29,2.914778325123153,0.711754238638269,-0.7947622540475914,0.2605501897043685,2.49434866947294,1,3.4482758620689653,1,3.4482758620689653,0,0.0,1.0,4.0,3.0,FusionBridge Networks,27.75,DeltaBloom Group,24.025,Vortex Venture Group,20.428571428571427,BlueFern BioTech,4,7.321428571428573,150,750
564,30,30,29,2.956226053639847,0.7175058406158114,0.4103471893609387,-0.8906556147128346,2.228165046627903,0,0.0,0,0.0,0,0.0,2.0,4.4,2.4000000000000004,EchoSphere Analytics,23.25,Nebula Dynamics,21.77777777777778,LuxeLoom Enterprises,19.0,Solaris Systems,3,4.25,150,750
565,30,30,30,2.9434126984126983,0.6337810010317708,-0.23594142301334023,-0.010770320215887974,2.263061504480175,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.25,2.916666666666667,TerraNova Solutions,19.642857142857142,Nimbus Nexus,19.53125,TitanEdge Consulting,18.666666666666668,Vortex Venture Group,4,0.9761904761904745,150,750
566,30,30,30,3.092611832611832,0.7246989518943535,-0.09929259649269562,-0.01139295437641552,2.492041529812704,0,0.0,0,0.0,0,0.0,1.5,4.666666666666667,3.166666666666667,Crimson Arc Media,30.136363636363637,EchoSphere Analytics,22.65625,Quantum Forge,21.09375,PrismPoint Studios,3,9.042613636363637,150,750
567,30,30,30,3.00419191919192,0.7674081816833592,-0.38366521604049736,0.3355230203856294,2.6396901812417353,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.666666666666667,3.666666666666667,IronClad Systems,26.272727272727273,EverVault Enterprises,24.8,PrismPoint Studios,24.025,FusionBridge Networks,4,2.247727272727275,150,750
568,30,30,30,2.9395899470899476,0.7496119603327298,-0.2002707302405332,-0.08540544208532497,2.466247897312731,0,0.0,0,0.0,0,0.0,1.0,4.5,3.5,Vortex Venture Group,20.428571428571427,Lumeon Strategies,19.642857142857142,TerraNova Solutions,18.857142857142858,Magnetar Innovations,6,1.5714285714285694,150,750
569,30,30,30,2.963425925925926,0.8033555793668598,-0.03470129979043876,0.2504148223863134,2.5622673813539394,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.2,5.0,3.8,TitanEdge Consulting,22.65625,BlueFern BioTech,19.53125,Nimbus Nexus,19.2,LuxeLoom Enterprises,3,3.4562500000000007,150,750
570,30,30,30,2.917936507936508,0.688623292313527,-0.5681453192563838,0.7069851315467721,2.1412943652509164,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.5,3.5,ZenithWorks,24.21875,Solaris Systems,19.791666666666668,Nebula Dynamics,19.444444444444443,TitanEdge Consulting,3,4.774305555555557,150,750
571,30,30,30,2.8201322751322753,0.9080408300995964,-0.38022312924754353,-0.26606681595976545,2.711080496244278,0,0.0,0,0.0,0,0.0,1.0,4.6,3.5999999999999996,Orion Synergy,23.25,EchoSphere Analytics,20.22222222222222,DeltaBloom Group,18.857142857142858,BlueFern BioTech,3,4.392857142857142,150,750
572,30,30,30,2.9923015873015877,0.5220847988239203,0.8203243928925661,-0.008365122706943673,1.8983958159908185,0,0.0,0,0.0,0,0.0,2.2,4.25,2.05,Catalyst Core,20.428571428571427,PeakVista Partners,17.1875,Cobalt Circuitry,16.625,Apexion Innovations,4,3.803571428571427,150,750
573,30,30,30,2.945079365079365,0.7556504319960581,-0.22601880546718067,-0.4508679705915606,2.5851744471284115,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.285714285714286,2.9523809523809526,Solaris Systems,26.444444444444443,Vortex Venture Group,22.555555555555557,Ascendify Technologies,21.0,BlueFern BioTech,3,5.444444444444443,150,750
574,30,30,29,3.123426382047072,0.858834957863058,0.5195453205052504,0.08662998283412371,2.583009669229741,4,13.793103448275861,1,3.4482758620689653,3,10.344827586206897,1.4,5.0,3.6,ZenithWorks,22.785714285714285,BlueFern BioTech,22.0,HarborWay Holdings,19.444444444444443,FusionBridge Networks,3,3.341269841269842,150,750
575,30,30,30,3.040383597883598,0.7303597871571827,0.0818178380070373,-0.40394694742787296,2.5601029958115844,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.5,2.833333333333333,Vertex Valley Ventures,24.11111111111111,Vortex Venture Group,22.0,StellarPath Logistics,20.428571428571427,IronClad Systems,2,3.6825396825396837,150,750
576,30,30,30,2.929285714285714,0.7634617399845632,-0.44440556862812775,0.2193820815830092,2.5860354987605083,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.0,4.5,3.5,Magnetar Innovations,23.333333333333332,Orion Synergy,23.25,PrismPoint Studios,21.875,Magnetar Innovations,3,1.4583333333333321,150,750
577,30,30,30,3.0329437229437226,0.5612820958525261,0.7838157849055567,0.8191499055286395,2.1474638036681575,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,4.666666666666667,2.666666666666667,HarborWay Holdings,29.363636363636363,PrismPoint Studios,22.475,Cobalt Circuitry,17.1875,Vertex Valley Ventures,4,12.176136363636363,150,750
578,30,30,30,2.907099567099567,0.6937946970296084,-0.052678293760279084,-0.5341621711723614,2.481193931169619,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.333333333333333,3.0,EchoSphere Analytics,19.318181818181817,Vertex Valley Ventures,18.6,PeakVista Partners,18.208333333333332,Cobalt Circuitry,4,1.1098484848484844,150,750
579,30,30,30,2.988412698412699,0.5536229651153837,-0.6837097549035112,0.46089776868511745,2.1309860169470665,2,6.666666666666667,2,6.666666666666667,0,0.0,1.6,4.0,2.4,FusionBridge Networks,24.025,DeltaBloom Group,23.25,EchoSphere Analytics,18.857142857142858,EverVault Enterprises,4,5.167857142857141,150,750
580,30,30,30,2.9639285714285717,0.5677043944505433,0.42391827275937416,-0.7132053325408632,2.1921594490677156,0,0.0,0,0.0,0,0.0,2.0,4.25,2.25,HydraFlux Labs,19.642857142857142,Vortex Venture Group,19.642857142857142,EchoSphere Analytics,18.071428571428573,IronClad Systems,3,1.5714285714285694,150,750
581,30,30,29,2.9336281534557394,0.7356632927814829,-0.3135996131509731,0.6782804451004414,2.3999047015019075,1,3.4482758620689653,1,3.4482758620689653,0,0.0,1.0,4.666666666666667,3.666666666666667,Magnetar Innovations,29.363636363636363,Nebula Dynamics,23.333333333333332,Catalyst Core,21.09375,PeakVista Partners,4,8.269886363636363,150,750
582,30,30,30,2.9685545935545936,0.6297872524104549,-0.3760346007462997,-0.19934417932566273,2.333057020150504,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.5,4.0,2.5,HydraFlux Labs,21.77777777777778,Apexion Innovations,21.375,Orion Synergy,19.318181818181817,FusionBridge Networks,3,2.459595959595962,150,750
583,30,30,30,3.1109126984126982,0.7360635814458999,0.10652172232159372,-0.47553973544685,2.5819370635467043,0,0.0,0,0.0,0,0.0,1.625,4.666666666666667,3.041666666666667,PrismPoint Studios,27.34375,Vortex Venture Group,21.09375,Magnetar Innovations,18.857142857142858,BlueFern BioTech,4,8.486607142857142,150,750
584,30,30,29,3.0969243400277886,0.7173930419449717,-0.36265613578955097,1.049493645561527,2.468870218743287,1,3.4482758620689653,1,3.4482758620689653,0,0.0,1.0,4.5,3.5,Orion Synergy,36.15384615384615,FusionBridge Networks,24.025,Nebula Dynamics,24.025,StellarPath Logistics,4,12.128846153846155,150,750
585,30,30,30,2.9814947089947093,0.6403249862768488,-0.7705866060665749,0.0763414570251526,2.2660528684552537,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.3333333333333333,4.0,2.666666666666667,HarborWay Holdings,22.0,IronClad Systems,19.53125,EchoSphere Analytics,19.444444444444443,Ascendify Technologies,3,2.555555555555557,150,750
586,30,30,30,2.932116402116402,0.6861163128422085,-0.385752759136725,-0.47328787764412805,2.4737666469521526,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.0,2.666666666666667,TerraNova Solutions,18.208333333333332,ZenithWorks,18.071428571428573,Nimbus Nexus,16.625,Lumeon Strategies,3,1.5833333333333321,150,750
587,30,30,30,2.964391534391534,0.5955418883785817,0.26232076750432337,-0.3121102426921416,2.0956007146872726,0,0.0,0,0.0,0,0.0,2.0,4.5,2.5,FusionBridge Networks,20.428571428571427,Nebula Dynamics,20.15,Cobalt Circuitry,18.75,Orion Synergy,3,1.678571428571427,150,750
588,30,30,30,3.07531746031746,0.655735346612624,-0.04680374608033706,-0.5574876228047811,2.1219280948873624,0,0.0,0,0.0,0,0.0,1.5,4.4,2.9000000000000004,Catalyst Core,23.4375,PeakVista Partners,23.333333333333332,Quantum Forge,23.333333333333332,HarborWay Holdings,2,0.10416666666666785,150,750
589,30,30,30,3.0366666666666666,0.8545508869827079,0.06008665635886623,-0.6493873077605286,2.668273412406135,0,0.0,0,0.0,0,0.0,1.4,4.75,3.35,Orion Synergy,23.4375,TitanEdge Consulting,21.375,HarborWay Holdings,19.0,IronClad Systems,3,4.4375,150,750
590,30,30,30,3.002415824915825,0.7430972888514381,0.13819058849841515,1.1441935987958693,2.440551232873832,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.0,5.0,4.0,HarborWay Holdings,28.59090909090909,Nebula Dynamics,20.3125,Catalyst Core,19.53125,Magnetar Innovations,3,9.05965909090909,150,750
591,30,30,30,2.970608465608466,0.7848461676664432,-0.47796026485646786,1.4241906802688966,2.271114001819714,3,10.0,2,6.666666666666667,1,3.3333333333333335,1.0,5.0,4.0,StellarPath Logistics,25.575,FusionBridge Networks,21.09375,Catalyst Core,20.22222222222222,PrismPoint Studios,4,5.352777777777778,150,750
592,30,30,30,3.013465608465608,0.7230326499349667,-0.3379152404468887,0.3750001839365722,2.4027150507922492,3,10.0,2,6.666666666666667,1,3.3333333333333335,1.25,4.666666666666667,3.416666666666667,ZenithWorks,28.0,Apexion Innovations,21.09375,Orion Synergy,20.3125,LuxeLoom Enterprises,4,7.6875,150,750
593,30,30,30,3.0341666666666667,0.7671053382438471,0.0812828931402607,-0.9430668553229014,2.573884566207165,0,0.0,0,0.0,0,0.0,1.5,4.5,3.0,EverVault Enterprises,32.375,IronClad Systems,24.21875,Magnetar Innovations,18.208333333333332,Crimson Arc Media,6,14.166666666666668,150,750
594,30,30,30,3.104054834054834,0.7007235806789986,1.1510615228636034,1.2890336453583355,2.3038890505368355,2,6.666666666666667,0,0.0,2,6.666666666666667,2.0,5.0,3.0,PrismPoint Studios,29.363636363636363,Vertex Valley Ventures,18.75,Aurora Axis,17.416666666666668,IronClad Systems,4,11.946969696969695,150,750
595,30,30,29,2.949824887755922,0.8164883521632336,0.07905797271528724,-0.3721706185490037,2.6800065310334285,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.6,3.2666666666666666,ZenithWorks,27.045454545454547,DeltaBloom Group,26.923076923076923,Solaris Systems,24.025,Aurora Axis,2,3.020454545454548,150,750
596,30,30,30,2.96095238095238,0.639983022497794,-0.3766084557286286,0.1281886290961598,2.315270396880037,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.25,4.2,2.95,Vortex Venture Group,21.09375,IronClad Systems,19.53125,Cobalt Circuitry,19.53125,TitanEdge Consulting,4,1.5625,150,750
597,30,30,30,2.9649867724867724,0.6301912123901247,0.28019227401090036,-0.3185875621702037,2.396883097403592,0,0.0,0,0.0,0,0.0,1.8,4.5,2.7,Cobalt Circuitry,26.444444444444443,Vortex Venture Group,21.77777777777778,Vertex Valley Ventures,18.857142857142858,Magnetar Innovations,3,7.587301587301585,150,750
598,30,30,30,3.0110221260221257,0.6461641173730616,-0.05604955104537044,-0.23707689638587137,2.3077516472406154,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.6,4.333333333333333,2.733333333333333,HydraFlux Labs,28.0,Cobalt Circuitry,23.181818181818183,Apexion Innovations,21.77777777777778,Nebula Dynamics,3,6.222222222222221,150,750
599,30,30,30,2.9000661375661374,0.7935336030100604,-0.6161743227624776,0.23934050396853568,2.5423673632902686,2,6.666666666666667,2,6.666666666666667,0,0.0,1.0,4.333333333333333,3.333333333333333,BlueFern BioTech,19.642857142857142,TitanEdge Consulting,18.208333333333332,Quantum Forge,18.071428571428573,StellarPath Logistics,3,1.5714285714285694,150,750
600,30,30,30,2.965145502645503,0.6662700703943858,-0.14183360123469732,-0.5446537259994733,2.3792844184142647,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.222222222222222,2.5555555555555554,FusionBridge Networks,29.45,LuxeLoom Enterprises,21.7,Catalyst Core,20.428571428571427,Cobalt Circuitry,4,9.021428571428572,150,750
601,30,30,30,2.903564213564214,0.8673629482247418,-0.33122285114280076,0.17705614624202548,2.6023763319496096,2,6.666666666666667,2,6.666666666666667,0,0.0,1.0,4.75,3.75,FusionBridge Networks,21.636363636363637,Catalyst Core,20.925,Vortex Venture Group,19.642857142857142,TitanEdge Consulting,4,1.9935064935064943,150,750
602,30,30,29,2.970853858784893,0.7304198370192381,-0.050878107459991016,0.7186595410887113,2.4576485649745785,1,3.4482758620689653,1,3.4482758620689653,0,0.0,1.0,4.666666666666667,3.666666666666667,HarborWay Holdings,22.475,IronClad Systems,21.875,Nimbus Nexus,19.53125,Vortex Venture Group,4,2.9437500000000014,150,750
603,30,30,30,2.9847619047619043,0.776983867568094,-0.5278279198784144,-0.705636573538234,2.35079265267182,0,0.0,0,0.0,0,0.0,1.5,4.25,2.75,PrismPoint Studios,25.666666666666668,Solaris Systems,21.7,PeakVista Partners,21.0,Vertex Valley Ventures,3,4.666666666666668,150,750
604,30,30,30,2.9513095238095235,0.7423244395189886,-0.19033156871782006,0.6296541041081354,2.432262897024269,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.0,4.666666666666667,3.666666666666667,Crimson Arc Media,20.925,Cobalt Circuitry,20.428571428571427,Lumeon Strategies,19.53125,Nimbus Nexus,3,1.3937500000000007,150,750
605,30,30,30,2.982222222222222,0.6978695534125606,-0.12658568620638436,-0.7823383575054339,2.4676481992840626,0,0.0,0,0.0,0,0.0,1.5,4.25,2.75,Nebula Dynamics,25.666666666666668,BlueFern BioTech,21.09375,FusionBridge Networks,19.53125,BlueFern BioTech,3,6.135416666666668,150,750
606,30,30,30,3.1094708994708995,0.8462318209808528,0.6662823162514028,-0.5152856333616018,2.5348486136508463,0,0.0,0,0.0,0,0.0,1.8333333333333333,5.0,3.166666666666667,BlueFern BioTech,29.291666666666668,LuxeLoom Enterprises,25.666666666666668,Solaris Systems,21.77777777777778,Catalyst Core,3,7.513888888888889,150,750
607,30,30,30,2.9512698412698417,0.7541329143505996,-0.35369000394842215,-0.23259016064853144,2.519368832093841,0,0.0,0,0.0,0,0.0,1.0,4.333333333333333,3.333333333333333,Nebula Dynamics,23.4375,Quantum Forge,20.3125,FusionBridge Networks,18.857142857142858,Vertex Valley Ventures,3,4.580357142857142,150,750
608,30,30,29,2.9595238095238092,0.679304115718912,-0.621958173067873,-0.29098959647161093,2.3360696878942186,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.0,2.666666666666667,Nebula Dynamics,33.916666666666664,Orion Synergy,19.53125,Quantum Forge,18.857142857142858,EchoSphere Analytics,3,15.059523809523807,150,750
609,30,30,30,3.060642135642135,0.5703583922353801,0.8692081122641231,2.4904296759651707,1.8314018453921717,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,5.0,3.0,TitanEdge Consulting,29.363636363636363,Aurora Axis,22.65625,Nebula Dynamics,18.208333333333332,Orion Synergy,4,11.155303030303031,150,750
